PM2.5,PM10,Date&Time
   8mg/m3,   9mg/m3,2023-05-24 01:11:45
   8mg/m3,   9mg/m3,2023-05-24 01:12:16
   8mg/m3,   9mg/m3,2023-05-24 01:12:47
   9mg/m3,  11mg/m3,2023-05-24 01:13:18
   7mg/m3,   9mg/m3,2023-05-24 01:13:49
   6mg/m3,   7mg/m3,2023-05-24 01:14:20
   9mg/m3,  11mg/m3,2023-05-24 01:14:51
  11mg/m3,  12mg/m3,2023-05-24 01:15:22
   7mg/m3,   8mg/m3,2023-05-24 01:15:53
   6mg/m3,   7mg/m3,2023-05-24 01:16:24
   6mg/m3,  11mg/m3,2023-05-24 01:16:55
   7mg/m3,   8mg/m3,2023-05-24 01:17:26
   7mg/m3,   8mg/m3,2023-05-24 01:17:57
   7mg/m3,   9mg/m3,2023-05-24 01:18:28
   8mg/m3,   9mg/m3,2023-05-24 01:18:59
   6mg/m3,   7mg/m3,2023-05-24 01:19:30
  11mg/m3,  12mg/m3,2023-05-24 01:20:01
   8mg/m3,   9mg/m3,2023-05-24 01:20:32
   7mg/m3,   9mg/m3,2023-05-24 01:21:03
   8mg/m3,   9mg/m3,2023-05-24 01:21:34
   6mg/m3,  10mg/m3,2023-05-24 01:22:06
   6mg/m3,   8mg/m3,2023-05-24 01:22:37
   9mg/m3,  12mg/m3,2023-05-24 01:23:08
   6mg/m3,   8mg/m3,2023-05-24 01:23:39
   8mg/m3,  12mg/m3,2023-05-24 01:24:10
  11mg/m3,  12mg/m3,2023-05-24 01:24:41
   8mg/m3,  10mg/m3,2023-05-24 01:25:12
  10mg/m3,  12mg/m3,2023-05-24 01:25:43
   8mg/m3,   9mg/m3,2023-05-24 01:26:14
   9mg/m3,  10mg/m3,2023-05-24 01:26:45
   7mg/m3,   8mg/m3,2023-05-24 01:27:16
   7mg/m3,   8mg/m3,2023-05-24 01:27:47
   6mg/m3,   7mg/m3,2023-05-24 01:28:18
   7mg/m3,   8mg/m3,2023-05-24 01:28:49
   8mg/m3,  11mg/m3,2023-05-24 01:29:20
   9mg/m3,  11mg/m3,2023-05-24 01:29:51
   9mg/m3,  10mg/m3,2023-05-24 01:30:22
   9mg/m3,  11mg/m3,2023-05-24 01:30:53
   6mg/m3,   7mg/m3,2023-05-24 01:31:24
   7mg/m3,   8mg/m3,2023-05-24 01:31:55
   7mg/m3,   8mg/m3,2023-05-24 01:32:26
   8mg/m3,  11mg/m3,2023-05-24 01:32:57
   7mg/m3,  10mg/m3,2023-05-24 01:33:28
   7mg/m3,   8mg/m3,2023-05-24 01:33:59
   9mg/m3,  11mg/m3,2023-05-24 01:34:30
   7mg/m3,   8mg/m3,2023-05-24 01:35:01
   7mg/m3,   9mg/m3,2023-05-24 01:35:32
   6mg/m3,   7mg/m3,2023-05-24 01:36:03
   8mg/m3,   9mg/m3,2023-05-24 01:36:34
   7mg/m3,   8mg/m3,2023-05-24 01:37:05
   7mg/m3,   8mg/m3,2023-05-24 01:37:36
   7mg/m3,   8mg/m3,2023-05-24 01:38:07
   7mg/m3,   9mg/m3,2023-05-24 01:38:38
   8mg/m3,  11mg/m3,2023-05-24 01:39:09
   7mg/m3,  10mg/m3,2023-05-24 01:39:40
   8mg/m3,   9mg/m3,2023-05-24 01:40:11
   8mg/m3,   9mg/m3,2023-05-24 01:40:42
   7mg/m3,   9mg/m3,2023-05-24 01:41:13
   8mg/m3,   9mg/m3,2023-05-24 01:41:44
   7mg/m3,   9mg/m3,2023-05-24 01:42:15
   6mg/m3,   9mg/m3,2023-05-24 01:42:46
   7mg/m3,   8mg/m3,2023-05-24 01:43:17
   7mg/m3,   8mg/m3,2023-05-24 01:43:48
   7mg/m3,   8mg/m3,2023-05-24 01:44:19
   6mg/m3,   8mg/m3,2023-05-24 01:44:50
   7mg/m3,   8mg/m3,2023-05-24 01:45:21
   8mg/m3,  10mg/m3,2023-05-24 01:45:52
   8mg/m3,   9mg/m3,2023-05-24 01:46:23
   7mg/m3,   9mg/m3,2023-05-24 01:46:54
   7mg/m3,   8mg/m3,2023-05-24 01:47:25
   9mg/m3,  10mg/m3,2023-05-24 01:47:56
  10mg/m3,  11mg/m3,2023-05-24 01:48:27
  10mg/m3,  11mg/m3,2023-05-24 01:48:58
   7mg/m3,   8mg/m3,2023-05-24 01:49:29
   9mg/m3,  10mg/m3,2023-05-24 01:50:00
   7mg/m3,  10mg/m3,2023-05-24 01:50:31
   7mg/m3,  10mg/m3,2023-05-24 01:51:02
   9mg/m3,  10mg/m3,2023-05-24 01:51:33
   7mg/m3,   8mg/m3,2023-05-24 01:52:04
   8mg/m3,   9mg/m3,2023-05-24 01:52:35
   7mg/m3,   8mg/m3,2023-05-24 01:53:06
   8mg/m3,   9mg/m3,2023-05-24 01:53:37
   9mg/m3,  10mg/m3,2023-05-24 01:54:08
   7mg/m3,   8mg/m3,2023-05-24 01:54:39
   6mg/m3,  11mg/m3,2023-05-24 01:55:10
   6mg/m3,   7mg/m3,2023-05-24 01:55:41
   7mg/m3,   8mg/m3,2023-05-24 01:56:12
   9mg/m3,  10mg/m3,2023-05-24 01:56:43
   9mg/m3,  10mg/m3,2023-05-24 01:57:14
   8mg/m3,   9mg/m3,2023-05-24 01:57:45
   9mg/m3,  10mg/m3,2023-05-24 01:58:16
   7mg/m3,   9mg/m3,2023-05-24 01:58:47
   7mg/m3,   8mg/m3,2023-05-24 01:59:18
  10mg/m3,  11mg/m3,2023-05-24 01:59:49
  10mg/m3,  11mg/m3,2023-05-24 02:00:20
   5mg/m3,   7mg/m3,2023-05-24 02:00:51
  10mg/m3,  11mg/m3,2023-05-24 02:01:22
  10mg/m3,  11mg/m3,2023-05-24 02:01:53
  12mg/m3,  14mg/m3,2023-05-24 02:02:24
   8mg/m3,   9mg/m3,2023-05-24 02:02:55
   9mg/m3,  10mg/m3,2023-05-24 02:03:26
  11mg/m3,  12mg/m3,2023-05-24 02:03:57
   7mg/m3,   8mg/m3,2023-05-24 02:04:28
   8mg/m3,   9mg/m3,2023-05-24 02:04:59
   8mg/m3,   9mg/m3,2023-05-24 02:05:30
   8mg/m3,   9mg/m3,2023-05-24 02:06:01
  12mg/m3,  13mg/m3,2023-05-24 02:06:32
   7mg/m3,   9mg/m3,2023-05-24 02:07:03
  11mg/m3,  13mg/m3,2023-05-24 02:07:34
   7mg/m3,   9mg/m3,2023-05-24 02:08:05
   9mg/m3,  12mg/m3,2023-05-24 02:08:36
   6mg/m3,   9mg/m3,2023-05-24 02:09:07
   9mg/m3,  10mg/m3,2023-05-24 02:09:38
  11mg/m3,  12mg/m3,2023-05-24 02:10:09
   7mg/m3,   9mg/m3,2023-05-24 02:10:40
   6mg/m3,   7mg/m3,2023-05-24 02:11:11
   7mg/m3,  10mg/m3,2023-05-24 02:11:42
   8mg/m3,   9mg/m3,2023-05-24 02:12:13
   9mg/m3,  10mg/m3,2023-05-24 02:12:44
   8mg/m3,   9mg/m3,2023-05-24 02:13:15
   7mg/m3,   9mg/m3,2023-05-24 02:13:46
   7mg/m3,   8mg/m3,2023-05-24 02:14:17
  10mg/m3,  11mg/m3,2023-05-24 02:14:48
   8mg/m3,  12mg/m3,2023-05-24 02:15:19
   8mg/m3,   9mg/m3,2023-05-24 02:15:50
   9mg/m3,  10mg/m3,2023-05-24 02:16:21
   7mg/m3,   8mg/m3,2023-05-24 02:16:52
   7mg/m3,   8mg/m3,2023-05-24 02:17:23
   9mg/m3,  10mg/m3,2023-05-24 02:17:54
   6mg/m3,   8mg/m3,2023-05-24 02:18:25
  10mg/m3,  11mg/m3,2023-05-24 02:18:56
   7mg/m3,   8mg/m3,2023-05-24 02:19:27
   7mg/m3,   8mg/m3,2023-05-24 02:19:58
   7mg/m3,   9mg/m3,2023-05-24 02:20:29
   8mg/m3,   9mg/m3,2023-05-24 02:21:00
   9mg/m3,  13mg/m3,2023-05-24 02:21:31
  10mg/m3,  11mg/m3,2023-05-24 02:22:02
   7mg/m3,   9mg/m3,2023-05-24 02:22:33
   8mg/m3,   9mg/m3,2023-05-24 02:23:04
   7mg/m3,   8mg/m3,2023-05-24 02:23:35
   7mg/m3,  10mg/m3,2023-05-24 02:24:06
   6mg/m3,   8mg/m3,2023-05-24 02:24:37
   8mg/m3,   9mg/m3,2023-05-24 02:25:08
   8mg/m3,   9mg/m3,2023-05-24 02:25:39
   8mg/m3,   9mg/m3,2023-05-24 02:26:10
  10mg/m3,  11mg/m3,2023-05-24 02:26:41
   7mg/m3,   8mg/m3,2023-05-24 02:27:12
   8mg/m3,  11mg/m3,2023-05-24 02:27:43
   9mg/m3,  10mg/m3,2023-05-24 02:28:14
   9mg/m3,  11mg/m3,2023-05-24 02:28:45
   8mg/m3,  10mg/m3,2023-05-24 02:29:16
   6mg/m3,   7mg/m3,2023-05-24 02:29:47
   7mg/m3,   8mg/m3,2023-05-24 02:30:18
   8mg/m3,   9mg/m3,2023-05-24 02:30:49
   8mg/m3,   9mg/m3,2023-05-24 02:31:20
   6mg/m3,   7mg/m3,2023-05-24 02:31:51
   8mg/m3,   9mg/m3,2023-05-24 02:32:22
   9mg/m3,  10mg/m3,2023-05-24 02:32:53
   7mg/m3,   8mg/m3,2023-05-24 02:33:24
   6mg/m3,   8mg/m3,2023-05-24 02:33:55
   6mg/m3,   7mg/m3,2023-05-24 02:34:26
   7mg/m3,   8mg/m3,2023-05-24 02:34:57
   6mg/m3,   8mg/m3,2023-05-24 02:35:28
   6mg/m3,   7mg/m3,2023-05-24 02:35:59
   7mg/m3,  11mg/m3,2023-05-24 02:36:30
   6mg/m3,   7mg/m3,2023-05-24 02:37:01
   8mg/m3,   9mg/m3,2023-05-24 02:37:32
   7mg/m3,   8mg/m3,2023-05-24 02:38:03
   8mg/m3,   9mg/m3,2023-05-24 02:38:34
   9mg/m3,  11mg/m3,2023-05-24 02:39:05
   7mg/m3,  11mg/m3,2023-05-24 02:39:36
   6mg/m3,   8mg/m3,2023-05-24 02:40:07
   9mg/m3,  10mg/m3,2023-05-24 02:40:38
   7mg/m3,   8mg/m3,2023-05-24 02:41:09
  10mg/m3,  11mg/m3,2023-05-24 02:41:40
   8mg/m3,   9mg/m3,2023-05-24 02:42:11
  10mg/m3,  12mg/m3,2023-05-24 02:42:42
   8mg/m3,  13mg/m3,2023-05-24 02:43:13
   8mg/m3,  10mg/m3,2023-05-24 02:43:44
   8mg/m3,   9mg/m3,2023-05-24 02:44:15
   8mg/m3,  10mg/m3,2023-05-24 02:44:46
   7mg/m3,   8mg/m3,2023-05-24 02:45:17
   7mg/m3,   8mg/m3,2023-05-24 02:45:48
   6mg/m3,   7mg/m3,2023-05-24 02:46:19
   9mg/m3,  10mg/m3,2023-05-24 02:46:50
   7mg/m3,   8mg/m3,2023-05-24 02:47:21
   7mg/m3,   8mg/m3,2023-05-24 02:47:52
   7mg/m3,   8mg/m3,2023-05-24 02:48:23
   7mg/m3,   9mg/m3,2023-05-24 02:48:54
   5mg/m3,   7mg/m3,2023-05-24 02:49:25
   8mg/m3,   9mg/m3,2023-05-24 02:49:56
   8mg/m3,  10mg/m3,2023-05-24 02:50:27
   7mg/m3,   9mg/m3,2023-05-24 02:50:58
   5mg/m3,   7mg/m3,2023-05-24 02:51:29
  12mg/m3,  15mg/m3,2023-05-24 02:52:00
   9mg/m3,  10mg/m3,2023-05-24 02:52:31
  10mg/m3,  12mg/m3,2023-05-24 02:53:02
   8mg/m3,   9mg/m3,2023-05-24 02:53:33
   8mg/m3,   9mg/m3,2023-05-24 02:54:04
   7mg/m3,   8mg/m3,2023-05-24 02:54:35
   9mg/m3,  10mg/m3,2023-05-24 02:55:06
   7mg/m3,   8mg/m3,2023-05-24 02:55:37
   9mg/m3,  11mg/m3,2023-05-24 02:56:08
   9mg/m3,  10mg/m3,2023-05-24 02:56:39
   6mg/m3,   7mg/m3,2023-05-24 02:57:10
   9mg/m3,  10mg/m3,2023-05-24 02:57:41
   8mg/m3,  11mg/m3,2023-05-24 02:58:12
   6mg/m3,   7mg/m3,2023-05-24 02:58:43
   7mg/m3,   8mg/m3,2023-05-24 02:59:14
   7mg/m3,   9mg/m3,2023-05-24 02:59:45
   5mg/m3,   6mg/m3,2023-05-24 03:00:16
   7mg/m3,   8mg/m3,2023-05-24 03:00:47
   7mg/m3,  10mg/m3,2023-05-24 03:01:18
   6mg/m3,   7mg/m3,2023-05-24 03:01:49
   5mg/m3,   7mg/m3,2023-05-24 03:02:20
   7mg/m3,   8mg/m3,2023-05-24 03:02:51
   9mg/m3,  10mg/m3,2023-05-24 03:03:22
   7mg/m3,   8mg/m3,2023-05-24 03:03:53
   7mg/m3,   8mg/m3,2023-05-24 03:04:24
   6mg/m3,   7mg/m3,2023-05-24 03:04:55
   7mg/m3,   8mg/m3,2023-05-24 03:05:26
   8mg/m3,   9mg/m3,2023-05-24 03:05:57
   7mg/m3,   9mg/m3,2023-05-24 03:06:28
   9mg/m3,  10mg/m3,2023-05-24 03:06:59
   7mg/m3,   8mg/m3,2023-05-24 03:07:30
   7mg/m3,   8mg/m3,2023-05-24 03:08:01
   7mg/m3,   8mg/m3,2023-05-24 03:08:32
   9mg/m3,  11mg/m3,2023-05-24 03:09:03
   8mg/m3,  10mg/m3,2023-05-24 03:09:34
   7mg/m3,   8mg/m3,2023-05-24 03:10:05
   7mg/m3,   8mg/m3,2023-05-24 03:10:36
   7mg/m3,   8mg/m3,2023-05-24 03:11:07
   9mg/m3,  10mg/m3,2023-05-24 03:11:38
   8mg/m3,   9mg/m3,2023-05-24 03:12:09
  10mg/m3,  11mg/m3,2023-05-24 03:12:40
   9mg/m3,  10mg/m3,2023-05-24 03:13:11
  12mg/m3,  13mg/m3,2023-05-24 03:13:42
   8mg/m3,   9mg/m3,2023-05-24 03:14:13
  10mg/m3,  12mg/m3,2023-05-24 03:14:44
   9mg/m3,  11mg/m3,2023-05-24 03:15:15
   8mg/m3,  11mg/m3,2023-05-24 03:15:46
   8mg/m3,  11mg/m3,2023-05-24 03:16:17
   6mg/m3,   8mg/m3,2023-05-24 03:16:48
  11mg/m3,  12mg/m3,2023-05-24 03:17:19
   7mg/m3,   8mg/m3,2023-05-24 03:17:50
   9mg/m3,  10mg/m3,2023-05-24 03:18:21
   8mg/m3,   9mg/m3,2023-05-24 03:18:52
   9mg/m3,  10mg/m3,2023-05-24 03:19:23
   9mg/m3,  10mg/m3,2023-05-24 03:19:54
  14mg/m3,  15mg/m3,2023-05-24 03:20:25
  16mg/m3,  17mg/m3,2023-05-24 03:20:56
  10mg/m3,  11mg/m3,2023-05-24 03:21:27
  11mg/m3,  12mg/m3,2023-05-24 03:21:58
  11mg/m3,  12mg/m3,2023-05-24 03:22:29
  14mg/m3,  15mg/m3,2023-05-24 03:23:00
  11mg/m3,  12mg/m3,2023-05-24 03:23:31
   9mg/m3,  11mg/m3,2023-05-24 03:24:02
  10mg/m3,  11mg/m3,2023-05-24 03:24:33
  10mg/m3,  11mg/m3,2023-05-24 03:25:04
  10mg/m3,  14mg/m3,2023-05-24 03:25:35
   9mg/m3,  11mg/m3,2023-05-24 03:26:06
  10mg/m3,  12mg/m3,2023-05-24 03:26:37
  11mg/m3,  12mg/m3,2023-05-24 03:27:08
   8mg/m3,  10mg/m3,2023-05-24 03:27:39
  10mg/m3,  11mg/m3,2023-05-24 03:28:10
   8mg/m3,   9mg/m3,2023-05-24 03:28:41
  10mg/m3,  11mg/m3,2023-05-24 03:29:12
   9mg/m3,  10mg/m3,2023-05-24 03:29:43
   8mg/m3,   9mg/m3,2023-05-24 03:30:14
   9mg/m3,  11mg/m3,2023-05-24 03:30:45
   9mg/m3,  11mg/m3,2023-05-24 03:31:16
  12mg/m3,  13mg/m3,2023-05-24 03:31:47
   7mg/m3,   9mg/m3,2023-05-24 03:32:18
  15mg/m3,  16mg/m3,2023-05-24 03:32:49
  11mg/m3,  12mg/m3,2023-05-24 03:33:20
   7mg/m3,   8mg/m3,2023-05-24 03:33:51
  12mg/m3,  13mg/m3,2023-05-24 03:34:22
  18mg/m3,  19mg/m3,2023-05-24 03:34:53
  19mg/m3,  20mg/m3,2023-05-24 03:35:24
  14mg/m3,  17mg/m3,2023-05-24 03:35:55
  18mg/m3,  21mg/m3,2023-05-24 03:36:26
  14mg/m3,  15mg/m3,2023-05-24 03:36:57
  15mg/m3,  18mg/m3,2023-05-24 03:37:28
  14mg/m3,  15mg/m3,2023-05-24 03:37:59
  10mg/m3,  11mg/m3,2023-05-24 03:38:30
  10mg/m3,  12mg/m3,2023-05-24 03:39:01
  15mg/m3,  17mg/m3,2023-05-24 03:39:32
  14mg/m3,  15mg/m3,2023-05-24 03:40:03
  13mg/m3,  16mg/m3,2023-05-24 03:40:34
  13mg/m3,  14mg/m3,2023-05-24 03:41:05
  14mg/m3,  16mg/m3,2023-05-24 03:41:36
  12mg/m3,  13mg/m3,2023-05-24 03:42:07
  13mg/m3,  15mg/m3,2023-05-24 03:42:38
  15mg/m3,  20mg/m3,2023-05-24 03:43:09
  14mg/m3,  16mg/m3,2023-05-24 03:43:40
  17mg/m3,  19mg/m3,2023-05-24 03:44:11
  14mg/m3,  15mg/m3,2023-05-24 03:44:42
  13mg/m3,  14mg/m3,2023-05-24 03:45:13
  20mg/m3,  23mg/m3,2023-05-24 03:45:44
  14mg/m3,  19mg/m3,2023-05-24 03:46:15
  22mg/m3,  23mg/m3,2023-05-24 03:46:46
  16mg/m3,  18mg/m3,2023-05-24 03:47:17
  25mg/m3,  31mg/m3,2023-05-24 03:47:48
  27mg/m3,  28mg/m3,2023-05-24 03:48:19
  32mg/m3,  41mg/m3,2023-05-24 03:48:50
  33mg/m3,  39mg/m3,2023-05-24 03:49:21
  22mg/m3,  23mg/m3,2023-05-24 03:49:53
  24mg/m3,  35mg/m3,2023-05-24 03:50:24
  22mg/m3,  26mg/m3,2023-05-24 03:50:55
  26mg/m3,  28mg/m3,2023-05-24 03:51:26
  29mg/m3,  31mg/m3,2023-05-24 03:51:57
  31mg/m3,  36mg/m3,2023-05-24 03:52:28
  28mg/m3,  31mg/m3,2023-05-24 03:52:59
  26mg/m3,  28mg/m3,2023-05-24 03:53:30
  36mg/m3,  44mg/m3,2023-05-24 03:54:01
  35mg/m3,  42mg/m3,2023-05-24 03:54:32
  33mg/m3,  39mg/m3,2023-05-24 03:55:03
  30mg/m3,  37mg/m3,2023-05-24 03:55:34
  33mg/m3,  38mg/m3,2023-05-24 03:56:05
  32mg/m3,  39mg/m3,2023-05-24 03:56:36
  28mg/m3,  37mg/m3,2023-05-24 03:57:07
  32mg/m3,  38mg/m3,2023-05-24 03:57:38
  38mg/m3,  47mg/m3,2023-05-24 03:58:09
  36mg/m3,  43mg/m3,2023-05-24 03:58:40
  34mg/m3,  44mg/m3,2023-05-24 03:59:11
  32mg/m3,  35mg/m3,2023-05-24 03:59:42
  31mg/m3,  36mg/m3,2023-05-24 04:00:13
  24mg/m3,  27mg/m3,2023-05-24 04:00:44
  28mg/m3,  33mg/m3,2023-05-24 04:01:15
  28mg/m3,  32mg/m3,2023-05-24 04:01:46
  28mg/m3,  36mg/m3,2023-05-24 04:02:17
  26mg/m3,  30mg/m3,2023-05-24 04:02:48
  29mg/m3,  32mg/m3,2023-05-24 04:03:19
  22mg/m3,  25mg/m3,2023-05-24 04:03:50
  23mg/m3,  26mg/m3,2023-05-24 04:04:21
  24mg/m3,  26mg/m3,2023-05-24 04:04:52
  28mg/m3,  30mg/m3,2023-05-24 04:05:23
  30mg/m3,  33mg/m3,2023-05-24 04:05:54
  24mg/m3,  26mg/m3,2023-05-24 04:06:25
  22mg/m3,  25mg/m3,2023-05-24 04:06:56
  29mg/m3,  33mg/m3,2023-05-24 04:07:27
  28mg/m3,  31mg/m3,2023-05-24 04:07:58
  28mg/m3,  33mg/m3,2023-05-24 04:08:29
  29mg/m3,  34mg/m3,2023-05-24 04:09:00
  35mg/m3,  49mg/m3,2023-05-24 04:09:31
  43mg/m3,  52mg/m3,2023-05-24 04:10:02
  37mg/m3,  48mg/m3,2023-05-24 04:10:33
  35mg/m3,  44mg/m3,2023-05-24 04:11:04
  32mg/m3,  42mg/m3,2023-05-24 04:11:35
  25mg/m3,  28mg/m3,2023-05-24 04:12:06
  27mg/m3,  30mg/m3,2023-05-24 04:12:37
  29mg/m3,  33mg/m3,2023-05-24 04:13:08
  31mg/m3,  39mg/m3,2023-05-24 04:13:39
  40mg/m3,  50mg/m3,2023-05-24 04:14:10
  48mg/m3,  61mg/m3,2023-05-24 04:14:41
  47mg/m3,  60mg/m3,2023-05-24 04:15:12
  40mg/m3,  53mg/m3,2023-05-24 04:15:43
  40mg/m3,  51mg/m3,2023-05-24 04:16:14
  39mg/m3,  51mg/m3,2023-05-24 04:16:45
  36mg/m3,  48mg/m3,2023-05-24 04:17:16
  39mg/m3,  47mg/m3,2023-05-24 04:17:47
  38mg/m3,  51mg/m3,2023-05-24 04:18:18
  37mg/m3,  46mg/m3,2023-05-24 04:18:49
  39mg/m3,  50mg/m3,2023-05-24 04:19:20
  35mg/m3,  44mg/m3,2023-05-24 04:19:51
  36mg/m3,  47mg/m3,2023-05-24 04:20:22
  35mg/m3,  40mg/m3,2023-05-24 04:20:53
  34mg/m3,  41mg/m3,2023-05-24 04:21:24
  34mg/m3,  39mg/m3,2023-05-24 04:21:55
  31mg/m3,  39mg/m3,2023-05-24 04:22:26
  31mg/m3,  38mg/m3,2023-05-24 04:22:57
  30mg/m3,  32mg/m3,2023-05-24 04:23:28
  30mg/m3,  31mg/m3,2023-05-24 04:23:59
  31mg/m3,  37mg/m3,2023-05-24 04:24:30
  29mg/m3,  41mg/m3,2023-05-24 04:25:01
  26mg/m3,  32mg/m3,2023-05-24 04:25:32
  31mg/m3,  35mg/m3,2023-05-24 04:26:03
  29mg/m3,  36mg/m3,2023-05-24 04:26:34
  31mg/m3,  40mg/m3,2023-05-24 04:27:05
  33mg/m3,  40mg/m3,2023-05-24 04:27:36
  32mg/m3,  38mg/m3,2023-05-24 04:28:07
  29mg/m3,  30mg/m3,2023-05-24 04:28:38
  33mg/m3,  37mg/m3,2023-05-24 04:29:09
  29mg/m3,  30mg/m3,2023-05-24 04:29:40
  32mg/m3,  37mg/m3,2023-05-24 04:30:11
  32mg/m3,  40mg/m3,2023-05-24 04:30:42
  32mg/m3,  37mg/m3,2023-05-24 04:31:13
  32mg/m3,  41mg/m3,2023-05-24 04:31:44
  29mg/m3,  34mg/m3,2023-05-24 04:32:15
  32mg/m3,  34mg/m3,2023-05-24 04:32:46
  32mg/m3,  37mg/m3,2023-05-24 04:33:17
  29mg/m3,  31mg/m3,2023-05-24 04:33:48
  30mg/m3,  38mg/m3,2023-05-24 04:34:19
  29mg/m3,  34mg/m3,2023-05-24 04:34:50
  33mg/m3,  40mg/m3,2023-05-24 04:35:21
  32mg/m3,  40mg/m3,2023-05-24 04:35:52
  35mg/m3,  42mg/m3,2023-05-24 04:36:23
  34mg/m3,  41mg/m3,2023-05-24 04:36:54
  35mg/m3,  44mg/m3,2023-05-24 04:37:25
  37mg/m3,  46mg/m3,2023-05-24 04:37:56
